geo_id,state_id,county_id,county_name,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasing,industry_professional_scientific_management_administrative_and_waste_management_services,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_services,industry_other_services_except_public_administration,industry_public_administration
0500000US35035,35,035,Otero County,597,1947,466,266,3219,886,314,1148,2206,5684,2860,1053,3195
0500000US35006,35,006,Cibola County,614,518,450,41,1097,316,146,202,315,2530,1697,406,1205
0500000US35019,35,019,Guadalupe County,30,58,6,31,217,120,0,11,27,377,179,43,212
0500000US35003,35,003,Catron County,151,46,14,0,153,106,26,4,46,106,84,58,48
0500000US35029,35,029,Luna County,764,592,874,83,889,412,41,239,392,1783,722,307,560
0500000US35031,35,031,McKinley County,614,1119,1411,257,2653,823,296,673,1705,8292,2456,931,2384
0500000US35055,35,055,Taos County,439,1156,203,109,2429,300,276,627,1360,2685,2595,699,788
0500000US35017,35,017,Grant County,1275,610,183,149,1153,175,124,502,556,3452,1332,485,477
0500000US35007,35,007,Colfax County,318,435,177,72,555,140,30,271,282,959,925,181,392
0500000US35015,35,015,Eddy County,4443,2034,1210,671,3124,2072,209,1039,1609,4700,2053,1267,1582
0500000US35033,35,033,Mora County,93,110,31,31,128,93,36,1,46,531,131,64,104
0500000US35037,35,037,Quay County,127,190,109,121,333,123,32,236,173,637,503,106,156
0500000US35027,35,027,Lincoln County,325,686,190,72,710,252,82,375,568,1075,1759,417,468
0500000US35025,35,025,Lea County,5468,2402,833,1550,2981,1859,268,1029,1717,5308,2735,1304,1220
0500000US35049,35,049,Santa Fe County,920,4897,1936,667,8801,2203,1066,3577,10249,15382,10147,4097,6706
0500000US35051,35,051,Sierra County,177,337,72,8,348,212,57,183,192,1301,343,138,251
0500000US35053,35,053,Socorro County,282,181,208,85,352,173,40,90,499,2713,655,105,196
0500000US35013,35,013,Do�a Ana County,2582,5834,3598,1557,9487,3973,1176,3685,9477,25298,10421,4621,6741
0500000US36095,36,095,Schoharie County,576,1595,985,232,1616,782,212,704,954,3946,1244,677,965
0500000US36067,36,067,Onondaga County,1365,11060,16839,6582,25167,10701,5038,15373,21927,68606,20171,9811,8339
0500000US36019,36,019,Clinton County,698,1670,4332,604,4904,1878,574,1036,1864,9967,3611,1477,3445
0500000US36099,36,099,Seneca County,642,1120,2256,226,2067,626,134,581,876,4129,1213,758,943
0500000US36079,36,079,Putnam County,170,4602,2039,1234,6065,1980,1402,4058,5714,14265,4448,2558,2531
0500000US36033,36,033,Franklin County,621,1406,887,209,2286,675,275,605,1292,6647,1940,818,2548
0500000US36069,36,069,Ontario County,906,3181,7156,1313,6544,1614,1028,2328,4751,15696,5385,2390,2066
0500000US36081,36,081,Queens County,1261,81060,41837,25812,111451,97122,29183,89000,125880,274953,132675,73493,47800
0500000US36101,36,101,Steuben County,1430,2901,8141,650,4665,1799,536,1683,3072,10935,3512,2026,1647
0500000US36041,36,041,Hamilton County,16,378,145,72,108,221,18,84,128,396,158,67,155
0500000US36115,36,115,Washington County,1237,2267,4014,360,3888,1206,337,1205,2182,6747,2358,1127,1609
0500000US36013,36,013,Chautauqua County,1614,3120,9998,986,6208,2427,706,1436,3013,15453,5637,2771,2652
0500000US36047,36,047,Kings County,1450,61486,40776,27512,114449,79125,54104,90560,168527,346248,124563,63167,45657
0500000US36061,36,061,New York County,496,17651,26125,18416,64278,23276,56446,146846,183477,202300,95501,39568,22660
0500000US36107,36,107,Tioga County,363,1525,3398,685,2836,916,322,896,2108,5989,2078,1010,939
0500000US36011,36,011,Cayuga County,1367,2320,5082,879,4065,1783,390,1206,2225,10003,3090,1766,2313
0500000US36073,36,073,Orleans County,605,1247,3062,367,2083,838,161,1177,1008,4141,1367,874,1231
0500000US36091,36,091,Saratoga County,977,7242,12433,2993,13521,3851,1985,7993,14009,30125,11091,4705,7899
0500000US36087,36,087,Rockland County,200,8424,8304,4084,16099,6008,3912,10048,17212,47876,12395,7245,6603
0500000US36021,36,021,Columbia County,1106,2412,1916,712,2934,1077,659,1437,2800,8399,2494,1411,2188
0500000US36049,36,049,Lewis County,919,1293,1387,215,1176,484,115,365,840,2925,708,487,797
0500000US36063,36,063,Niagara County,883,5822,13863,2458,12532,5012,1293,6406,7751,25917,9901,4611,4233
0500000US36119,36,119,Westchester County,1071,31500,18362,12086,42344,20274,15419,48940,69401,132978,42293,26755,18352
0500000US36025,36,025,Delaware County,782,1679,2756,357,2216,843,259,768,1430,5221,1956,1009,928
0500000US36031,36,031,Essex County,489,1339,1627,199,2146,497,296,742,916,4760,2579,763,941
0500000US36057,36,057,Montgomery County,458,1496,2980,450,2890,1301,283,942,1381,5614,1345,1038,1358
0500000US36059,36,059,Nassau County,823,37841,30601,22246,68073,37011,19952,70687,88909,196116,49425,30106,32308
0500000US36085,36,085,Richmond County,136,15899,5335,3579,21039,15110,5055,19750,24172,63621,14886,8609,14102
0500000US36097,36,097,Schuyler County,396,618,1226,146,833,180,83,227,637,2244,951,514,342
0500000US36109,36,109,Tompkins County,743,1520,2697,373,5192,964,941,1819,5247,22406,5068,2124,1156
0500000US36017,36,017,Chenango County,952,1541,3738,421,2286,823,594,1438,1089,5933,1210,810,1067
0500000US36023,36,023,Cortland County,473,1445,2587,343,2328,726,297,979,1353,7892,2789,1172,1141
0500000US36045,36,045,Jefferson County,958,3250,2649,714,6226,1574,635,2031,3043,11853,4323,2186,5318
0500000US36065,36,065,Oneida County,1249,4925,9451,1607,11740,4379,1275,7097,7776,30859,9471,4922,7568
0500000US36103,36,103,Suffolk County,3395,56327,52368,24328,86336,41020,20426,51276,87650,200466,52758,32213,36130
0500000US36121,36,121,Wyoming County,1358,1380,2424,289,1802,951,205,762,1481,4116,1631,813,1350
0500000US36015,36,015,Chemung County,454,1774,5665,793,4474,1445,619,1707,2439,10757,3108,1929,2097
0500000US36075,36,075,Oswego County,609,4339,6348,1240,6329,4231,771,2273,3833,13787,4913,2220,2467
0500000US36077,36,077,Otsego County,827,1678,2220,266,3675,901,354,1403,1575,9835,3554,995,888
0500000US36117,36,117,Wayne County,1451,2891,7144,1206,5819,1778,724,1900,3468,11227,2517,2127,1527
0500000US36001,36,001,Albany County,414,6645,8478,3137,16388,5531,3605,11847,18153,44021,14270,7619,19648
0500000US36007,36,007,Broome County,576,4457,9155,2329,10722,3687,1544,3646,7479,27234,8639,4047,3675
0500000US36029,36,029,Erie County,2057,21479,45787,11589,50572,20202,7351,37378,43924,124775,43668,19582,20745
0500000US36053,36,053,Madison County,982,2192,3526,916,3459,1430,596,1535,2825,9594,3721,1700,1236
0500000US36105,36,105,Sullivan County,420,2423,1607,1231,4149,1866,508,1394,2322,9863,3152,1687,2224
0500000US36037,36,037,Genesee County,1111,2036,4585,921,3481,1093,369,1170,2125,6950,2828,1578,1650
0500000US36071,36,071,Orange County,1335,11207,12450,5809,23581,11054,4365,9363,15559,46321,13902,7716,12172
0500000US37079,37,079,Greene County,623,1035,1497,192,541,432,74,200,404,1910,382,350,437
0500000US37121,37,121,Mitchell County,468,539,1027,50,583,148,63,216,258,1470,535,405,492
0500000US37041,37,041,Chowan County,164,227,658,53,713,431,57,190,423,1474,260,352,349
0500000US37027,37,027,Caldwell County,436,2399,9102,1445,4371,1713,623,1251,1940,7032,3112,1670,1181
0500000US37035,37,035,Catawba County,383,3672,19365,2818,8904,3442,967,3095,5281,13514,6532,3073,1956
0500000US37049,37,049,Craven County,778,2562,4516,823,4426,2403,630,1928,3016,8855,4107,2282,4180
0500000US37065,37,065,Edgecombe County,597,1462,3925,462,2712,1297,253,898,1413,4954,1723,1013,1064
0500000US37085,37,085,Harnett County,989,4786,4960,1134,6480,2098,672,1871,4448,11988,4456,2339,4514
0500000US37089,37,089,Henderson County,1049,3808,7637,1194,6806,1740,780,2905,4378,12452,4806,2824,1450
0500000US37095,37,095,Hyde County,420,117,202,61,176,52,0,75,85,289,268,86,153
0500000US37119,37,119,Mecklenburg County,1410,35128,44031,17028,61172,31363,14412,74748,78214,101848,57546,25931,11276
0500000US37131,37,131,Northampton County,364,533,1276,110,861,290,136,156,361,1681,528,337,600
0500000US37159,37,159,Rowan County,622,5278,10467,1833,7917,3334,514,2366,4324,14267,5439,3509,1621
0500000US37181,37,181,Vance County,353,1132,3319,615,2855,930,333,588,886,4344,1326,777,1136
0500000US37053,37,053,Currituck County,164,1583,988,279,1171,330,246,1074,1206,1944,1360,825,855
0500000US37179,37,179,Union County,1002,8439,13267,3392,14103,4879,2509,10453,11892,22203,9147,5821,2890
0500000US37067,37,067,Forsyth County,741,9457,20946,4412,19165,7517,2476,12256,19059,45149,15077,8495,4988
0500000US37127,37,127,Nash County,1208,3063,7003,1149,5323,2504,436,2290,2835,9623,3940,1978,1991
0500000US37017,37,017,Bladen County,1173,1208,1878,130,1502,550,93,327,681,3063,843,465,892
0500000US37055,37,055,Dare County,402,1807,874,346,2703,650,216,1520,1801,2481,3403,1006,845
0500000US37185,37,185,Warren County,116,525,1034,67,1002,337,42,133,467,1920,529,311,805
0500000US37195,37,195,Wilson County,693,2370,6586,1046,3913,1313,275,2147,2324,8125,2967,1892,1400
0500000US37015,37,015,Bertie County,751,358,1542,164,580,225,35,254,303,1952,593,233,506
0500000US37073,37,073,Gates County,167,407,1245,112,421,351,28,124,289,1308,217,181,340
0500000US37075,37,075,Graham County,74,437,249,18,266,184,78,78,251,836,439,104,166
0500000US37117,37,117,Martin County,485,522,1160,137,1461,431,112,351,520,2588,685,280,525
0500000US37115,37,115,Madison County,258,1245,790,84,1164,436,180,200,742,2512,1002,519,379
0500000US37137,37,137,Pamlico County,281,383,352,103,588,263,50,269,418,1030,424,302,343
0500000US37143,37,143,Perquimans County,216,381,547,56,783,317,35,296,342,1332,448,236,316
0500000US37149,37,149,Polk County,117,916,975,200,994,374,149,427,825,2213,701,479,247
0500000US37151,37,151,Randolph County,1169,4928,15585,1773,7309,3657,764,2670,4880,12546,5087,3396,1974
0500000US37157,37,157,Rockingham County,630,3067,7244,887,5489,2055,403,1723,3190,8197,2525,2292,1761
0500000US37169,37,169,Stokes County,203,1619,3826,590,2017,1455,183,1040,1895,4752,1331,959,872
0500000US37187,37,187,Washington County,201,352,967,176,505,202,32,149,189,860,347,210,264
0500000US37029,37,029,Camden County,152,256,455,75,518,178,6,246,324,1101,317,279,566
0500000US37043,37,043,Clay County,106,571,220,70,634,164,60,259,355,804,658,242,248
0500000US37051,37,051,Cumberland County,667,6532,9890,1999,17886,5386,2376,4762,10248,33424,13714,6400,12642
0500000US37071,37,071,Gaston County,643,6296,17213,3158,12306,7094,1540,5697,8813,18995,8243,5579,3325
0500000US37081,37,081,Guilford County,1176,12784,31486,8302,30086,13720,4216,17442,25659,60308,24412,13219,7313
0500000US37099,37,099,Jackson County,285,1301,762,267,2342,376,189,700,1507,5466,3648,845,926
0500000US37125,37,125,Moore County,1214,2239,3547,671,3734,1521,631,1946,4212,11227,4293,2528,2172
0500000US37155,37,155,Robeson County,1366,4573,8391,835,5355,2270,268,1428,2512,12738,3253,2079,2855
0500000US37167,37,167,Stanly County,840,2576,4524,602,3437,1102,266,1331,1786,6854,1781,1671,1525
0500000US37183,37,183,Wake County,1920,30549,46962,14181,55561,20500,16736,43909,104867,115396,49861,24845,26642
0500000US37199,37,199,Yancey County,302,740,1294,82,691,295,118,293,469,1694,420,314,447
0500000US37037,37,037,Chatham County,446,3106,4282,452,3050,1188,445,1364,3564,8230,2451,1913,1041
0500000US37111,37,111,McDowell County,174,1391,4967,464,2103,604,88,448,1054,4198,1443,731,1009
0500000US37101,37,101,Johnston County,1114,9203,9877,2712,10882,4097,1691,4577,8907,18501,8041,3861,6021
0500000US37103,37,103,Jones County,295,333,563,59,372,150,49,121,264,951,228,151,355
0500000US37145,37,145,Person County,236,1596,2781,107,1868,1094,327,451,1449,5210,1325,801,820
0500000US37019,37,019,Brunswick County,466,5478,3332,686,7764,2870,776,2891,5456,9648,6197,2676,2553
0500000US37009,37,009,Ashe County,527,1470,1285,213,1716,348,323,566,761,2714,1303,763,451
0500000US37013,37,013,Beaufort County,855,1340,3019,437,1681,590,200,707,1126,4772,1632,1350,1158
0500000US37107,37,107,Lenoir County,928,1909,4251,666,2326,948,181,536,1430,6104,1695,1191,1213
0500000US37109,37,109,Lincoln County,417,2773,7118,1384,5147,2831,460,2050,3216,6407,2959,1807,1531
0500000US37133,37,133,Onslow County,467,5031,2312,933,9747,2328,972,2356,6562,14053,8396,3356,6708
0500000US37135,37,135,Orange County,535,3679,4409,1097,6387,1494,1136,3950,9434,28581,7034,2996,2440
0500000US37161,37,161,Rutherford County,294,1672,5500,388,3454,1442,184,789,2110,6166,2136,1377,910
0500000US37163,37,163,Sampson County,2540,2356,4482,587,3488,1356,304,529,1281,5617,1603,1347,1094
0500000US37197,37,197,Yadkin County,481,1452,3347,379,1628,718,217,509,1442,3217,1322,633,386
0500000US37011,37,011,Avery County,234,674,393,117,817,192,75,204,424,1901,1189,199,299
0500000US37023,37,023,Burke County,417,2030,9309,953,3802,1260,318,973,2300,9598,3871,1402,2051
0500000US37033,37,033,Caswell County,287,567,1584,174,1235,487,65,354,668,2368,590,429,741
0500000US37059,37,059,Davie County,370,1369,3594,719,2628,1001,146,969,2035,3640,1319,920,574
0500000US37061,37,061,Duplin County,2513,1838,4722,662,2879,1513,87,563,1212,4874,1868,1013,703
0500000US37063,37,063,Durham County,555,9401,11501,2921,12771,4442,3228,8975,22563,53269,15254,7748,5806
0500000US37105,37,105,Lee County,346,1895,6118,741,2846,1089,233,943,2208,5306,2032,1448,1336
0500000US37129,37,129,New Hanover County,341,7150,7343,2378,14585,3777,2869,8192,13284,25365,15010,5810,2906
0500000US37191,37,191,Wayne County,2388,3405,7477,1607,6693,2257,458,1517,2746,12886,4756,2889,3339
0500000US37165,37,165,Scotland County,315,410,2655,290,1421,317,109,364,561,3436,1128,576,499
0500000US37083,37,083,Halifax County,453,958,3958,595,2073,986,204,386,1222,4578,1601,1066,1357
0500000US37001,37,001,Alamance County,651,5382,12175,2060,9531,2554,819,3584,6480,19316,7291,3147,2622
0500000US38013,38,013,Burke County,276,77,18,52,123,67,5,27,66,174,36,20,111
0500000US38061,38,061,Mountrail County,1030,387,98,185,477,277,82,163,95,804,464,202,462
0500000US38105,38,105,Williams County,4230,1567,746,768,1580,1490,151,850,1009,3249,800,1161,553
0500000US38007,38,007,Billings County,142,54,9,51,27,27,0,13,9,53,58,19,38
0500000US38043,38,043,Kidder County,275,95,49,34,98,39,51,129,22,320,70,55,31
0500000US38019,38,019,Cavalier County,498,90,87,122,206,89,62,124,34,362,54,83,110
0500000US38037,38,037,Grant County,378,49,45,30,64,68,3,36,22,304,27,58,48
0500000US38067,38,067,Pembina County,629,245,440,169,347,176,37,131,111,743,104,113,205
0500000US38091,38,091,Steele County,261,98,80,63,57,29,23,45,33,204,13,42,43
0500000US38041,38,041,Hettinger County,279,106,30,47,180,48,9,46,52,172,52,71,57
0500000US38045,38,045,LaMoure County,450,155,188,128,177,113,17,111,56,403,72,87,96
0500000US38059,38,059,Morton County,1214,1654,1444,452,1802,1171,295,978,816,4357,1154,874,1071
0500000US38017,38,017,Cass County,2409,7135,8946,3785,11822,4397,1057,8674,10563,26726,9430,3757,2884
0500000US38025,38,025,Dunn County,449,245,180,59,264,189,25,34,121,232,139,56,107
0500000US38029,38,029,Emmons County,421,109,16,77,139,70,10,44,84,325,66,60,87
0500000US38051,38,051,McIntosh County,299,117,43,69,101,48,26,71,52,409,30,72,54
0500000US38063,38,063,Nelson County,317,97,90,92,146,66,16,71,71,314,64,23,119
0500000US38077,38,077,Richland County,841,572,1705,357,983,335,84,366,339,1966,416,460,204
0500000US38079,38,079,Rolette County,366,452,110,30,462,170,71,221,167,1970,599,173,423
0500000US38099,38,099,Walsh County,1041,351,585,227,434,313,70,246,109,1615,178,158,161
0500000US38001,38,001,Adams County,236,91,58,43,125,55,24,62,53,342,56,44,30
0500000US38009,38,009,Bottineau County,614,308,71,121,410,162,7,131,134,793,210,116,211
0500000US38003,38,003,Barnes County,775,363,644,251,497,274,74,301,189,1483,429,224,326
0500000US38027,38,027,Eddy County,205,83,98,35,95,30,0,55,71,403,31,33,57
0500000US38035,38,035,Grand Forks County,1332,2439,2170,985,5793,1661,537,1539,2323,12581,3766,1403,1881
0500000US38053,38,053,McKenzie County,1257,786,213,196,609,545,36,255,243,1113,387,396,357
0500000US38057,38,057,Mercer County,731,344,265,159,416,546,97,169,242,695,293,227,213
0500000US38055,38,055,McLean County,868,371,233,169,307,407,82,160,172,987,284,240,265
0500000US38069,38,069,Pierce County,409,109,42,41,293,171,7,51,87,560,68,151,61
0500000US38073,38,073,Ransom County,438,149,639,47,278,136,20,49,106,633,173,75,39
0500000US38085,38,085,Sioux County,154,39,8,7,52,39,7,34,30,393,299,24,254
0500000US38011,38,011,Bowman County,474,54,35,67,188,72,24,92,70,406,118,78,47
0500000US38033,38,033,Golden Valley County,283,69,15,36,124,51,15,31,18,220,57,40,60
0500000US38047,38,047,Logan County,270,78,17,53,53,42,5,56,28,243,53,52,43
0500000US38095,38,095,Towner County,312,26,27,52,57,87,0,78,39,133,38,91,74
0500000US38093,38,093,Stutsman County,938,961,1096,451,954,431,162,473,531,2874,828,581,478
0500000US38023,38,023,Divide County,345,128,48,27,74,100,16,130,56,95,64,53,39
0500000US38031,38,031,Foster County,273,94,246,84,172,147,29,57,47,405,61,99,79
0500000US38081,38,081,Sargent County,316,113,787,52,159,55,10,44,43,386,78,71,37
0500000US38087,38,087,Slope County,181,12,0,15,21,17,0,5,4,45,8,18,10
0500000US38089,38,089,Stark County,2881,1220,1262,478,1832,1512,256,594,947,2864,1232,697,607
0500000US39053,39,053,Gallia County,219,815,1453,298,1627,1244,140,450,560,3454,814,421,601
0500000US39077,39,077,Huron County,1121,2096,6654,665,2825,1873,274,626,1411,5568,2117,1312,677
0500000US39009,39,009,Athens County,507,1155,1713,435,3154,907,485,891,1602,10908,3728,951,1034
0500000US39001,39,001,Adams County,330,787,1655,188,1576,873,105,309,354,2526,811,368,223
0500000US39103,39,103,Medina County,625,5841,15015,3369,10525,4223,1621,6726,8753,20159,8547,4713,2921
0500000US39159,39,159,Union County,350,1189,5292,953,2740,1270,376,1931,3307,5824,2171,1063,1296
0500000US39021,39,021,Champaign County,468,927,5467,329,1820,1025,158,663,980,3608,1311,952,657
0500000US39125,39,125,Paulding County,457,376,2526,173,926,492,87,257,483,1724,562,376,192
0500000US39057,39,057,Greene County,572,3388,7978,1467,9595,2332,1176,4134,9114,21821,6235,2983,7056
